index,values,weights
219,13,-154
220,16,-25
221,-21,-101
222,22,93
223,17,139
224,-90,23
225,116,-77
226,-80,-81
227,126,129
228,-129,148
229,49,149
230,-148,-134
231,136,-159
232,139,-9
233,-41,144
234,12,44
235,60,1
236,98,14
237,-38,-35
238,-58,13
239,76,132
240,-68,-28
241,-2,76
242,121,-85
243,-41,-124
244,132,-94
245,-62,42
246,-78,0
247,9,59
248,-150,48
249,125,148
250,-157,81
251,28,-82
252,-14,41
253,108,50
254,-40,-110
255,-46,-127
256,-132,41
257,-39,156
258,30,-113
259,30,-146
260,155,92
261,40,120
262,73,54
263,90,31
264,62,118
265,47,123
266,-103,-21
267,153,151
268,-67,-78
269,114,61
270,40,-74
271,144,103
272,-99,-12
273,-143,-14
274,-78,40
275,102,136
276,-80,-129
277,38,35
278,-113,60
279,10,-143
280,69,67
281,129,9
282,-129,71
283,35,-64
284,-65,158
285,-53,137
286,-32,18
287,137,-102
288,-47,-152
289,-83,135
290,134,-137
291,141,22
292,130,118
293,-118,-111
294,147,-69
295,8,129
296,-12,102
297,-65,21
298,142,-25
299,-128,107
300,-135,113
301,63,-111
302,-149,121
303,-110,-46
304,-143,22
305,145,65
306,144,54
307,151,17
308,-107,-78
309,-130,32
310,-64,-133
311,-65,121
312,5,-120
313,156,20
314,-140,-132
315,47,-32
316,68,-109
317,-20,108
318,-126,31
319,-111,149
320,-90,-133
321,-44,133
322,79,127
323,-28,65
324,31,-87
325,-44,-57
326,-50,-57
327,103,122
328,103,-145
329,-82,25
330,-48,77
331,-146,-78
332,135,144
333,-68,-43
334,-36,140
335,-43,-142
336,-151,-123
337,147,-133
338,-40,-109
339,-110,-108
340,-33,105
341,58,158
342,-26,6
343,21,-74
344,-151,-159
345,116,-142
346,-72,-42
347,-41,-158
348,59,-39
349,74,-113
350,142,112
351,156,120
352,3,52
353,66,-158
354,-116,-19
355,-67,2
356,-17,85
357,-19,11
358,-106,32
359,125,107
360,-3,122
361,77,79
362,108,-151
363,131,46
364,-107,28
365,120,59
366,19,143
367,95,-137
368,-2,-95
369,114,32
370,62,31
371,98,-2
372,-121,-105
373,27,-86
374,-133,-105
375,21,-19
376,-38,10
377,147,-37
378,31,39
379,20,17
380,-89,-29
381,-123,-17
382,-98,-42
383,86,122
384,-42,-75
385,-26,147
386,-159,105
387,35,-148
388,91,-23
389,-24,-121
390,-137,123
391,131,-133
392,-21,-14
393,-138,-112
394,85,74
395,-80,137
396,-134,144
397,-42,-135
398,-160,-90
399,-113,87
400,146,46
401,150,16
402,-57,125
403,5,-55
404,25,45
405,126,-96
406,-25,-71
407,12,-141
408,-22,12
409,6,-133
410,-153,37
411,140,-100
412,117,-120
413,-154,8
414,-133,-148
415,72,16
416,140,-65
417,140,125
418,117,36
419,37,47
420,66,13
421,10,8
422,-104,-98
423,-49,-33
424,82,109
425,-64,-121
426,149,-154
427,-115,99
428,-3,12
429,-139,-147
430,43,-76
431,106,45
432,-64,32
433,76,-39
434,121,141
435,109,20
436,-133,50
437,-101,-7
438,104,-14
439,-65,37
440,-41,26
441,73,-105
442,160,23
443,71,-51
444,49,-119
445,-133,30
446,-126,-47
447,-101,64
448,-118,-27
449,160,150
450,52,-62
451,-106,99
452,123,-156
453,-34,16
454,-60,-144
455,23,-54
456,79,-130
457,13,143
458,-62,-93
459,-155,51
460,-103,-35
461,-68,-72
462,-57,-103
463,-24,-100
464,58,97
465,-52,27
466,151,-145
467,148,-126
468,92,-115
469,90,-123
470,55,154
471,-125,-71
472,48,80
473,132,-7
474,-151,-53
475,-129,-89
476,78,146
477,150,-92
478,-159,10
479,-2,19
480,-23,-54
481,7,158
482,-7,-115
483,44,21
484,4,-18
485,-31,131
486,149,160
487,-131,120
488,-133,-160
489,110,-109
490,-57,151
491,78,6
492,148,-95
493,-9,-90
494,141,-51
495,21,46
496,-140,123
497,-83,-72
498,146,-133
499,-47,85
500,115,117
501,79,-140
502,102,118
503,119,-154
504,33,-67
505,-110,-29
506,-69,-77
507,-151,-62
508,-29,120
509,-57,142
510,-43,148
511,-94,-33
512,-80,-26
513,-44,-42
514,120,113
515,148,-127
516,-94,124
517,-100,-23
518,-37,-109
519,-48,20
520,-90,-5
521,87,73
522,9,81
523,24,80
524,-9,6
525,86,-113
526,60,145
527,58,-155
528,-103,111
529,150,77
530,-40,-45
531,46,45
532,-149,-39
533,125,-138
534,21,-16
535,-150,22
536,149,-41
537,-74,-90
538,-122,-90
539,82,24
540,89,125
541,148,-72
542,-70,-139
543,-101,-78
544,-38,-155
545,29,-107
546,-88,-33
547,56,9
548,-87,-78
549,63,107
550,-14,150
551,152,95
552,-105,138
553,-37,-87
554,88,92
555,-73,-67
556,44,-133
557,95,-37
558,-11,-53
559,-10,-126
560,-49,-99
561,-120,67
562,-14,-35
563,-102,103
564,29,-84
565,-95,85
566,52,157
567,52,31
568,-8,106
569,62,-45
570,-9,-157
571,152,85
572,-140,91
573,65,13
574,-102,38
575,-147,78
576,-100,-99
577,31,74
578,109,-76
579,29,115
580,-103,-76
581,43,-113
582,-144,-47
583,107,125
584,89,-11
585,69,27
586,-2,-145
587,-19,-80
588,20,63
589,83,61
590,-24,-139
591,88,-79
592,26,-15
593,70,56
594,112,7
595,134,114
596,-76,113
597,-53,-130
598,0,14
599,42,29
600,-35,7
601,55,24
602,-56,79
603,-110,97
604,-125,-120
605,107,-132
606,140,79
607,-98,127
608,152,76
609,107,-76
610,93,-85
611,-18,-26
612,-104,11
613,-93,-145
614,67,145
615,-51,159
616,106,-73
617,-64,-23
618,131,155
619,129,60
620,95,-132
621,32,-63
622,-43,-109
623,-125,149
624,-108,31
625,-19,39
626,-11,-108
627,-92,-69
628,45,-69
629,-43,-160
630,-121,-48
631,93,-148
632,135,-104
633,5,69
634,34,-150
635,106,-55
636,135,0
637,-40,45
638,-156,1
639,52,-48
640,-141,-155
641,-84,149
642,28,151
643,14,-115
644,-85,-124
645,-143,-120
646,-101,-57
647,53,157
648,54,151
649,-110,78
650,-11,133
651,-125,82
652,115,-138
653,152,-84
654,25,-14
655,127,-44
656,131,-115
657,-152,-159
658,-16,-116
659,-131,103
660,71,103
661,-160,-42
662,-121,56
663,-70,75
664,42,6
665,60,-36
666,-54,151
667,-89,93
668,40,52
669,148,-67
670,-29,33
671,-145,-93
672,-159,-104
673,87,-35
674,9,116
675,146,91
676,-53,-69
677,15,-10
678,-94,108
679,69,-65
680,134,-60
681,-121,-2
682,-137,59
683,-93,-80
684,17,-19
685,-52,-104
686,111,-17
687,-134,23
688,105,-59
689,-5,110
690,-48,119
691,12,-59
692,-10,-106
693,51,160
694,-61,-59
695,-4,-114
696,143,71
697,20,9
698,35,109
699,-45,-35
700,54,-155
701,-141,132
702,-157,25
703,-126,-56
704,-156,28
705,52,-71
706,148,98
707,-140,-22
708,101,112
709,115,119
710,-37,48
711,-127,-64
712,-108,4
713,-36,132
714,82,74
715,1,91
716,30,5
717,160,-46
718,125,123
719,93,57
720,149,-95
721,-124,53
722,138,-59
723,-42,104
724,-144,-7
725,-32,139
726,61,-87
727,-149,-88
728,-69,-91
729,-141,-46
730,-29,-137
731,92,-135
732,-40,49
733,56,18
734,-76,-130
735,-5,91
736,-27,-12
737,-138,140
738,0,-12
739,-93,76
740,0,-86
741,-37,62
742,-113,150
743,148,132
744,33,93
745,-45,-98
746,-10,23
747,-135,-145
748,-62,-108
749,13,-89
750,-16,-2
751,-147,115
752,8,131
753,-11,-7
754,-98,-3
755,-57,-154
756,130,-160
757,-79,142
758,-23,-78
759,42,60
760,37,5
761,66,-84
762,126,9
763,63,115
764,22,-87
765,-91,15
766,63,-115
767,-10,141
768,106,57
769,-127,118
770,85,-76
771,-27,-107
772,-106,46
773,-137,91
774,-144,156
775,-55,129
776,136,-76
777,-90,-47
778,152,-121
779,90,-104
780,-86,-147
781,148,6
782,-143,36
783,139,59
784,47,115
785,-109,-106
786,39,148
787,50,-23
788,42,119
789,81,26
790,101,-160
791,118,-156
792,79,4
793,-107,-158
794,110,155
795,113,9
796,-136,-81
797,92,119
798,125,-108
799,77,54
800,116,-20
801,-90,-2
802,-81,-4
803,-34,-15
804,69,-59
805,158,135
806,56,96
807,-51,-36
808,4,-36
809,-74,-57
810,-37,52
811,-106,-126
812,-91,120
813,125,-139
814,146,21
815,-81,116
816,-32,155
817,50,-65
818,86,136
819,15,-50
820,-38,143
821,116,135
822,23,140
823,104,131
824,-128,140
825,-60,19
826,37,-7
827,-152,70
828,68,-101
829,-127,122
830,-24,41
831,151,-103
832,-92,-83
833,-135,-23
834,-22,-110
835,-78,-41
836,24,22
837,-141,-135
838,-79,117
839,-125,123
840,52,-41
841,-154,57
842,45,-19
843,-150,-133
844,119,-5
845,-116,160
846,-91,-97
847,-124,-91
848,147,6
849,-2,-15
850,-118,82
851,-25,94
852,73,-111
853,-89,142
854,-24,-91
855,-41,73
856,-17,142
857,-37,-160
858,-109,77
859,-43,-88
860,-111,18
861,-91,-141
862,-135,-96
863,-43,-15
864,60,-112
865,135,7
866,-131,143
867,-52,73
868,-158,-32
869,10,87
870,75,91
871,-23,137
872,120,115
873,98,120
874,-124,-53
875,105,-5
876,-149,153
877,62,-33
878,-77,29
879,98,124
880,35,-31
881,28,-69
882,54,-107
883,-123,-120
884,130,26
885,-110,152
886,86,24
887,-149,85
888,-133,6
889,-7,-88
890,120,-124
891,-87,-91
892,-107,96
893,-102,-147
894,-93,-138
895,-98,-50
896,97,-81
897,26,103
898,-44,125
899,29,149
900,-49,115
901,142,-76
902,108,143
903,-97,30
904,-25,97
905,72,-91
906,33,85
907,133,95
908,-46,46
909,47,-25
910,113,159
911,-20,47
912,5,2
913,133,144
914,-55,-69
915,-42,-141
916,128,-106
917,15,-152
918,112,-80
919,-3,-34
920,-2,49
921,-83,14
922,-100,24
923,131,-16
924,-72,105
925,141,8
926,36,156
927,-113,-108
928,-96,117
929,25,126
930,-121,107
931,-107,-52
932,-140,-105
933,48,-64
934,-153,91
935,25,-50
936,122,-96
937,58,-108
938,133,-17
939,-140,138
940,7,-125
941,137,-29
942,19,132
943,-155,-70
944,-107,68
945,104,-100
946,112,-90
947,87,-132
948,-7,-3
949,114,43
950,-119,85
951,106,-99
952,-88,-6
953,-123,62
954,-1,140
955,112,12
956,-50,131
957,-94,142
958,-44,-73
959,100,0
960,-154,-80
961,43,-40
962,-91,62
963,-70,-153
964,2,-20
965,82,-106
966,-23,138
967,84,-69
968,76,-60
969,66,-158
970,-5,12
971,-88,106
972,-76,-132
973,-108,-130
974,-11,134
975,71,-51
976,25,-16
977,84,74
978,-5,10
979,-63,74
980,-153,-140
981,-133,-96
982,-146,22
983,-18,-117
984,-82,36
985,100,116
986,129,23
987,124,138
988,138,146
989,55,-144
990,-140,59
991,0,-120
992,154,-34
993,-2,-67
994,29,-55
995,-43,116
996,135,31
997,129,-126
998,-55,16
999,-156,-82
