index,values,weights
500,46,129
501,142,21
502,-53,31
503,-73,17
504,-16,95
505,79,51
506,-23,2
507,41,62
508,-61,117
509,59,126
510,17,51
511,-83,54
512,19,28
513,-116,44
514,65,122
515,96,33
516,76,140
517,-59,124
518,80,7
519,-121,118
520,-129,80
521,115,145
522,-89,121
523,-153,100
524,52,68
525,18,56
526,13,121
527,-36,53
528,-54,116
529,15,36
530,-41,124
531,-103,11
532,17,83
533,92,134
534,65,120
535,50,64
536,-24,34
537,120,157
538,-52,82
539,142,90
540,67,15
541,101,52
542,34,52
543,-99,13
544,153,72
545,-153,58
546,-8,8
547,-112,81
548,-19,140
549,-51,34
550,132,94
551,159,62
552,-108,54
553,-72,145
554,-57,28
555,-138,132
556,-109,153
557,19,110
558,-14,77
559,150,28
560,30,144
561,-49,155
562,21,34
563,-98,57
564,11,122
565,58,29
566,79,92
567,65,49
568,-87,109
569,114,65
570,-155,42
571,-120,51
572,-134,84
573,152,154
574,-154,23
575,-79,36
576,-71,136
577,78,55
578,134,83
579,-83,122
580,-96,21
581,13,2
582,136,7
583,-72,2
584,44,67
585,130,152
586,48,134
587,56,57
588,-85,81
589,-156,147
590,132,19
591,-65,92
592,20,115
593,94,106
594,80,145
595,107,41
596,-151,136
597,1,24
598,133,120
599,-98,126
600,-118,44
601,34,43
602,-26,99
603,-155,134
604,68,143
605,70,30
606,-141,65
607,53,135
608,-98,22
609,-143,8
610,-65,4
611,-157,44
612,132,51
613,-113,9
614,-85,19
615,-141,65
616,-142,77
617,36,52
618,71,92
619,-90,146
620,116,9
621,-13,131
622,65,9
623,-148,101
624,149,133
625,-27,38
626,117,55
627,65,20
628,144,158
629,-31,104
630,-4,51
631,86,25
632,90,79
633,37,9
634,104,105
635,138,82
636,60,143
637,-85,50
638,15,51
639,-108,27
640,108,38
641,1,67
642,116,123
643,109,83
644,-23,34
645,-106,43
646,-58,28
647,-118,16
648,71,129
649,-17,17
650,62,127
651,-97,38
652,93,58
653,124,145
654,53,138
655,-31,83
656,-19,91
657,139,133
658,127,115
659,-53,36
660,12,60
661,1,97
662,-39,116
663,-90,101
664,114,153
665,-147,28
666,-1,63
667,-144,101
668,23,68
669,64,11
670,16,15
671,-121,75
672,-154,80
673,-102,12
674,-125,119
675,13,27
676,-135,82
677,-126,91
678,-102,92
679,8,17
680,155,75
681,67,110
682,119,48
683,-15,153
684,-158,101
685,-72,150
686,-152,31
687,115,150
688,-123,77
689,-15,30
690,-124,157
691,-96,30
692,-134,1
693,-89,74
694,-96,137
695,41,112
696,-147,133
697,-39,89
698,134,147
699,-70,43
700,121,137
701,147,51
702,5,160
703,119,6
704,-42,107
705,-79,32
706,92,6
707,79,61
708,-30,18
709,-4,36
710,14,103
711,-130,29
712,-22,28
713,46,62
714,-63,113
715,133,123
716,47,154
717,66,78
718,19,2
719,-45,159
720,155,40
721,118,33
722,35,46
723,6,51
724,68,150
725,-79,94
726,25,24
727,68,37
728,134,121
729,108,69
730,-47,126
731,-3,45
732,4,64
733,21,41
734,31,32
735,110,44
736,-117,30
737,-11,11
738,-144,16
739,34,13
740,86,56
741,-76,6
742,-9,56
743,104,97
744,146,60
745,-31,48
746,-151,31
747,-51,155
748,60,96
749,-30,119
750,29,148
751,132,37
752,-26,158
753,135,129
754,-22,59
755,57,45
756,53,125
757,12,4
758,64,39
759,20,81
760,-151,98
761,97,42
762,61,2
763,117,95
764,49,40
765,-116,134
766,160,37
767,-139,154
768,-114,33
769,-2,116
770,-149,145
771,-17,80
772,-108,119
773,145,81
774,136,49
775,18,143
776,66,60
777,-155,119
778,-149,156
779,-121,31
780,-107,44
781,86,79
782,-42,125
783,-127,67
784,-120,2
785,106,5
786,84,62
787,121,95
788,-72,70
789,-18,91
790,78,28
791,-26,38
792,-14,54
793,117,144
794,46,18
795,-88,40
796,-21,92
797,86,33
798,88,99
799,-116,92
